小篆編號,楷書編號,字體編號,鍵盤字型,鍵盤字型(binary),小篆部件,楷書部件
7139,['2230'],27.6DEA,淪,b'\xe6\xb7\xaa',一入水冊,一人水冊
7140,['3516'],27.6F02,漂,b'\xe6\xbc\x82',水火,水示襾
7141,['1730'],27.6D6E,浮,b'\xe6\xb5\xae',子水爪,子水爪
7142,['4520'],27.6FEB,濫,b'\xe6\xbf\xab',一人人水皿臣臼,一人水皿臣
7143,['258'],27.6C3E,氾,b'\xe6\xb0\xbe',水,水
7144,['987'],27.6CD3,泓,b'\xe6\xb3\x93',弓水,弓水
7145,['8064'],27.6E4B,湋,b'\xe6\xb9\x8b',囗水,水韋
7146,['2665'],27.6E2C,測,b'\xe6\xb8\xac',刀水貝,刀水貝
7147,['2663'],27.6E4D,湍,b'\xe6\xb9\x8d',水耑,山水而
7148,['2205'],27.6DD9,淙,b'\xe6\xb7\x99',淙 = 水、,水示
7149,['4245'],27.6FC0,激,b'\xe6\xbf\x80',一一卜入又水方,水方白
7150,['1318'],27.6D1E,洞,b'\xe6\xb4\x9e',一一口水〈,一口水
7151,['33089'],27.E946,,b'\xee\xa5\x86',,甫鳥
7152,['1323'],27.6D36,洶,b'\xe6\xb4\xb6',水凶,乂凵水
7153,['1734'],27.6D8C,涌,b'\xe6\xb6\x8c',卜口水,一水用
7154,['8059'],27.6E41,湁,b'\xe6\xb9\x81',一入口水手,一人口水手
7155,['7415'],27.6DB3,涳,b'\xe6\xb6\xb3',八工水,工水穴
7156,['5558'],27.6C4B,汋,b'\xe6\xb1\x8b',勺水,一水
7157,['12185'],27.7031,瀱,b'\xe7\x80\xb1',厂刀水火火︿,厂刀水火火网
7158,['2668'],27.6E3E,渾,b'\xe6\xb8\xbe',水包車,水車
7159,['1316'],27.6D0C,洌,b'\xe6\xb4\x8c',刀川水㊣,刀歹水
7160,['2216'],27.6DD1,淑,b'\xe6\xb7\x91',又水,一卜又小水
7161,['3073'],27.6EB6,溶,b'\xe6\xba\xb6',口水水,水谷
7162,['9965'],27.6F82,澂,b'\xe6\xbe\x82',一十卜人人又彳水『,一一土山水
7163,['2212'],27.6E05,清,b'\xe6\xb8\x85',土屮水丹,水青
7164,['8072'],27.6E5C,湜,b'\xe6\xb9\x9c',一一囗水止,一止日水
7165,['9985'],27.6F63,潣,b'\xe6\xbd\xa3',水戶戶文,水文門
7166,['3532'],27.6EF2,滲,b'\xe6\xbb\xb2',水參,人水
7167,['9983'],27.6F7F,潿,b'\xe6\xbd\xbf',囗囗水,囗水韋
7168,['8719'],27.6EB7,溷,b'\xe6\xba\xb7',囗水豕,囗水豕
7169,['7424'],27.6DC8,淈,b'\xe6\xb7\x88',尸水毛出,凵尸屮水
7170,['32300'],27.E947,,b'\xee\xa5\x87',,
7171,['9397'],27.6F3C,漼,b'\xe6\xbc\xbc',山水隹,山水隹
7172,['2222'],27.6DF5,淵,b'\xe6\xb7\xb5',水▼,一水
7172,['2222'],27.F68B,,b'\xef\x9a\x8b',,一
7172,['2222'],27.EED6,,b'\xee\xbb\x96',囗水,囗水
7173,['11071'],27.6FD4,濔,b'\xe6\xbf\x94',一入水爻爻。〈,水爾
7174,['4246'],27.6FB9,澹,b'\xe6\xbe\xb9',澹 = 一厂人入八口水,厂人儿水言
7175,['3912'],27.6F6F,潯,b'\xe6\xbd\xaf',一又又工口水,又工寸口水
7176,['6017'],27.6CD9,泙,b'\xe6\xb3\x99',一八水,儿干水
7177,['6043'],27.6CCF,泏,b'\xe6\xb3\x8f',水出,凵屮水
7178,['12193'],27.7033,瀳,b'\xe7\x80\xb3',屮屮水豸＆,水火艸
7179,['9987'],27.6F6A,潪,b'\xe6\xbd\xaa',潪 = 一入口水↙,口日水矢
7180,['3518'],27.6EFF,滿,b'\xe6\xbb\xbf',十十水〉,人人巾廿水
7181,['3084'],27.6ED1,滑,b'\xe6\xbb\x91',水肉,水骨
7182,['10564'],27.6FC7,濇,b'\xe6\xbf\x87',入水來﹏,人人土口囗水
7183,['4241'],27.6FA4,澤,b'\xe6\xbe\xa4',一一入大水目,儿干土水网
7184,['2228'],27.6DEB,淫,b'\xe6\xb7\xab',一十人水爪,一土水爪
7185,['12187'],27.7038,瀸,b'\xe7\x80\xb8',人人水韭﹍﹌,人人戈水韭
7186,['6027'],27.6CC6,泆,b'\xe6\xb3\x86',乙水手,一夫水
7187,['3907'],27.6F70,潰,b'\xe6\xbd\xb0',水貝,一中水貝
7188,['6032'],27.6CB4,沴,b'\xe6\xb2\xb4',人水,人水
7189,['2211'],27.6DFA,淺,b'\xe6\xb7\xba',水﹍﹍﹌﹌,戈戈水
7190,['32193'],27.E949,,b'\xee\xa5\x89',口水鳥,谷鳥
7191,['8067'],27.6E3B,渻,b'\xe6\xb8\xbb',屮水目﹖,一小水网
7192,['7427'],27.6DD6,淖,b'\xe6\xb7\x96',一人囗水甲,十卜日水
7193,['11080'],27.6FE2,濢,b'\xe6\xbf\xa2',水羽卒,十人人水羽
7194,['8715'],27.6EBD,溽,b'\xe6\xba\xbd',一一一乙厂人又水,寸水辰
7195,['1737'],27.6D85,涅,b'\xe6\xb6\x85',一土囗水,土日水
7196,['2669'],27.6ECB,滋,b'\xe6\xbb\x8b',水玄玄,水艸
7197,['32422'],27.E94A,,b'\xee\xa5\x8a',,十子鳥
7198,['1738'],27.6D65,浥,b'\xe6\xb5\xa5',囗水,水邑
7199,['635'],27.6C99,沙,b'\xe6\xb2\x99',八水,一小水
7199,['32106'],27.E94B,,b'\xee\xa5\x8b',儿巳鳥,儿鳥
7200,['4921'],27.7028,瀨,b'\xe7\x80\xa8',刀囗屮水貝｛,刀水束貝
7201,['9953'],27.6FC6,濆,b'\xe6\xbf\x86',屮屮屮水貝,十廾水貝
7202,['6844'],27.6D98,涘,b'\xe6\xb6\x98',入巳水↙,水矢
7203,['5744'],27.6C7B,汻,b'\xe6\xb1\xbb',水午,十人水
7204,['5467'],27.6C3F,氿,b'\xe6\xb0\xbf',九水,九水
7205,['9385'],27.6F18,漘,b'\xe6\xbc\x98',一一乙厂人水肉,水月辰
7206,['1723'],27.6D66,浦,b'\xe6\xb5\xa6',卜又口水﹔,水甫
7207,['5736'],27.6C9A,沚,b'\xe6\xb2\x9a',水止,止水
7208,['988'],27.6CB8,沸,b'\xe6\xb2\xb8',囗水,水弗
7209,['9395'],27.6F40,潀,b'\xe6\xbd\x80',人人人水目,人人人水网
7210,['1322'],27.6D3E,派,b'\xe6\xb4\xbe',水永,厂匕人水
7211,['5554'],27.6C5C,汜,b'\xe6\xb1\x9c',巳水,己水
7212,['8065'],27.6E40,湀,b'\xe6\xb9\x80',入水止止↙,一大水
7213,['4514'],27.6FD8,濘,b'\xe6\xbf\x98',水心皿,一水心皿
7214,['9371'],27.6ECE,滎,b'\xe6\xbb\x8e',一水火火火〈,水火火
7215,['6393'],27.6D3C,洼,b'\xe6\xb4\xbc',土土水,土土水
7216,['9375'],27.6F25,漥,b'\xe6\xbc\xa5',八土土水,土土水穴
7217,['9958'],27.6F62,潢,b'\xe6\xbd\xa2',水田,水黃
7218,['983'],27.6CBC,沼,b'\xe6\xb2\xbc',刀口水,刀口水
7219,['2657'],27.6E56,湖,b'\xe6\xb9\x96',十口水肉,十口水月
7220,['5743'],27.6C65,汥,b'\xe6\xb1\xa5',又水竹,支水
7221,['1333'],27.6D2B,洫,b'\xe6\xb4\xab',一水皿,水血
7222,['3076'],27.6E9D,溝,b'\xe6\xba\x9d',水冓,水冉
7223,['4759'],27.7006,瀆,b'\xe7\x80\x86',水貝,土水网貝
7224,['2650'],27.6E20,渠,b'\xe6\xb8\xa0',入屮水｛↙㏄,匚工木水
7225,['33038'],27.E94C,,b'\xee\xa5\x8c',,
7226,['2674'],27.6E44,湄,b'\xe6\xb9\x84',水目﹖,水网
7227,['6419'],27.6D10,洐,b'\xe6\xb4\x90',彳彳水,水行
7228,['3909'],27.6F97,澗,b'\xe6\xbe\x97',水戶戶月,日水門
7229,['4244'],27.6FB3,澳,b'\xe6\xbe\xb3',又水釆,一大水釆
7230,['11069'],27.6FA9,澩,b'\xe6\xbe\xa9',一卜又子水爻爪爪〈,水爻臼
7230,['33014'],27.E94E,,b'\xee\xa5\x8e',,乂又巾鳥
7231,['5239'],27.E94F,,b'\xee\xa5\x8f',,口尹鳥
7231,['5239'],27.7058,灘,b'\xe7\x81\x98',隹８,水隹
7232,['411'],27.6C55,汕,b'\xe6\xb1\x95',山水,山水
7233,['642'],27.6C7A,決,b'\xe6\xb1\xba',又水﹕,水夬
7234,['33094'],27.E951,,b'\xee\xa5\x91',,儿禾鳥
7235,['3510'],27.6EF4,滴,b'\xe6\xbb\xb4',口水朿,十儿口水
7236,['975'],27.6CE8,注,b'\xe6\xb3\xa8',水→,一水玉
7237,['650'],27.6C83,沃,b'\xe6\xb2\x83',大屮屮水☆,一大水
7238,['32361'],27.E952,,b'\xee\xa5\x92',,一工川鳥
7239,['10573'],27.6FA8,澨,b'\xe6\xbe\xa8',水竹,人人工水竹
7240,['1315'],27.6D25,津,b'\xe6\xb4\xa5',一又水「,水聿
7240,['1315'],27.E953,,b'\xee\xa5\x93',弟鳥,一儿弔鳥
7241,['7430'],27.6DDC,淜,b'\xe6\xb7\x9c',水朋,水月月
7242,['33001'],27.E954,,b'\xee\xa5\x94',鳥﹍﹌,我鳥
7243,['6028'],27.6CED,泭,b'\xe6\xb3\xad',一人又水,人寸水
7244,['2646'],27.6E21,渡,b'\xe6\xb8\xa1',又水,又廿水
7246,['6031'],27.6CDD,泝,b'\xe6\xb3\x9d',一入屮水,一水斤
7246,['50915'],27.E955,,b'\xee\xa5\x95',,
7247,['6399'],27.6D04,洄,b'\xe6\xb4\x84',囗水︼,口囗水
7248,['976'],27.6CF3,泳,b'\xe6\xb3\xb3',水永,水永
7249,['3902'],27.6F5B,潛,b'\xe6\xbd\x9b',人人口水﹙﹙♀,日水
7250,['2239'],27.6DE6,淦,b'\xe6\xb7\xa6',一入土水≠,水金
7250,['32114'],27.E956,,b'\xee\xa5\x96',,犬玉鳥
7251,['999'],27.6CDB,泛,b'\xe6\xb3\x9b',一水止,一水之
7252,['32080'],27.F491,,b'\xef\x92\x91',子水,子水
7252,['994'],27.6CC5,泅,b'\xe6\xb3\x85',人囗水,人囗水
7253,['6483'],27.7805,砅,b'\xe7\xa0\x85',厂水〞,水石
7253,['11512'],27.6FFF,濿,b'\xe6\xbf\xbf',厂水蠆,厂水艸禺
7254,['2649'],27.6E4A,湊,b'\xe6\xb9\x8a',十又大屮水,一大水
7255,['2654'],27.6E5B,湛,b'\xe6\xb9\x9b',一八口水﹟,匚儿水甘
7255,['2654'],27.E957,,b'\xee\xa5\x97',口牛鳥,口牛鳥
7256,['2658'],27.6E6E,湮,b'\xe6\xb9\xae',土水西,土水襾
7257,['32049'],27.E958,,b'\xee\xa5\x98',,戈止鳥
7258,['648'],27.6C92,沒,b'\xe6\xb2\x92',又水,刀又水
7259,['8075'],27.6E28,渨,b'\xe6\xb8\xa8',水虍←,一人水田
7260,['8726'],27.6EC3,滃,b'\xe6\xbb\x83',八水羽,儿水羽
7261,['995'],27.6CF1,泱,b'\xe6\xb3\xb1',水,水央
7262,['2224'],27.6DD2,淒,b'\xe6\xb7\x92',又屮女水,女水
7263,['8081'],27.6E30,渰,b'\xe6\xb8\xb0',一入又口水,一人廾口水
7264,['8707'],27.6E9F,溟,b'\xe6\xba\x9f',一一入八囗水〈,儿日水
7265,['32197'],27.E959,,b'\xee\xa5\x99',,
7266,['4761'],27.7011,瀑,b'\xe7\x80\x91',一又囗水出米,儿日水水
7267,['9955'],27.6F8D,澍,b'\xe6\xbe\x8d',一又囗屮水⊙,十寸水豆
7268,['8090'],27.6E52,湒,b'\xe6\xb9\x92',口水耳,口水耳
7269,['10578'],27.6FAC,澬,b'\xe6\xbe\xac',一一人水貝﹜,二水欠貝
7270,['3898'],27.6F66,潦,b'\xe6\xbd\xa6',水火,儿大小日水
7271,['4525'],27.6FE9,濩,b'\xe6\xbf\xa9',又水隹,又水艸隹
7272,['2238'],27.6DBF,涿,b'\xe6\xb6\xbf',水豕‵,水豖
7272,['31586'],27.E95A,,b'\xee\xa5\x9a',,
7273,['11868'],27.7027,瀧,b'\xe7\x80\xa7',瀧 = 一一一十人入囗屮水肉｛￣,水龍
7274,['8058'],27.6E3F,渿,b'\xe6\xb8\xbf',屮水、｛,木水示
7275,['8704'],27.6EC8,滈,b'\xe6\xbb\x88',囗水↘,水高
7276,['9389'],27.6F0A,漊,b'\xe6\xbc\x8a',一口女水◤,女水
7277,['8722'],27.6EA6,溦,b'\xe6\xba\xa6',卜人又彳水『,一儿山水
7278,['4518'],27.6FDB,濛,b'\xe6\xbf\x9b',一一屮屮水豕〈,一水艸豕
7279,['637'],27.6C88,沈,b'\xe6\xb2\x88',人水,水冘
7280,['32195'],27.E95B,,b'\xee\xa5\x9b',,
7281,['7434'],27.6DCA,淊,b'\xe6\xb7\x8a',人水臼,人水臼
7282,['2226'],27.6DB5,涵,b'\xe6\xb6\xb5',水＼,凵水
7283,['32625'],27.E95C,,b'\xee\xa5\x9c',,
7284,['11513'],27.7000,瀀,b'\xe7\x80\x80',一儿水心自,水心
7285,['1739'],27.6D94,涔,b'\xe6\xb6\x94',一入山水,一人山水
7286,['3514'],27.6F2C,漬,b'\xe6\xbc\xac',水朿貝,水貝
7287,['9383'],27.6F1A,漚,b'\xe6\xbc\x9a',口口口水﹟,匚口口口水
7288,['6836'],27.6D5E,浞,b'\xe6\xb5\x9e',囗水止,水足
7289,['2651'],27.6E25,渥,b'\xe6\xb8\xa5',尸水至,尸水至
7290,['32617'],27.E95D,,b'\xee\xa5\x9d',,
7291,['1321'],27.6D3D,洽,b'\xe6\xb4\xbd',一入口水,一人口水
7292,['4240'],27.6FC3,濃,b'\xe6\xbf\x83',一一乙厂人水爪爪囟,水曲辰
7293,['11506'],27.700C,瀌,b'\xe7\x80\x8c',人水火Ξ,水火鹿
7294,['8708'],27.6E93,溓,b'\xe6\xba\x93',又屮屮水｛｛,水艸
7295,['6023'],27.6CD0,泐,b'\xe6\xb3\x90',力水阜,力水邑
7296,['3519'],27.6EEF,滯,b'\xe6\xbb\xaf',水「」,巾卅水
7297,['5741'],27.6C66,汦,b'\xe6\xb1\xa6',水﹎,水氏
7298,['32976'],27.E95E,,b'\xee\xa5\x9e',,一儿廾鳥
7299,['9957'],27.6F8C,澌,b'\xe6\xbe\x8c',水斤其,儿水斤
7300,['649'],27.6C7D,汽,b'\xe6\xb1\xbd',水气,水气
7301,['2220'],27.6DB8,涸,b'\xe6\xb6\xb8',十口囗水,十口囗水
7301,['33044'],27.E95F,,b'\xee\xa5\x9f',,人舌鳥
7302,['1721'],27.6D88,消,b'\xe6\xb6\x88',八水肉,小水月
7303,['9969'],27.6F50,潐,b'\xe6\xbd\x90',水焦,水火隹
7304,['2662'],27.6E34,渴,b'\xe6\xb8\xb4',人入口水♀,人日水
7305,['9379'],27.6F2E,漮,b'\xe6\xbc\xae',水康,水
7306,['3081'],27.6EBC,溼,b'\xe6\xba\xbc',一囗水糸糸∥,一土水
7307,['8048'],27.6E46,湆,b'\xe6\xb9\x86',湆 = 一一入口水,水音
7308,['6394'],27.6D3F,洿,b'\xe6\xb4\xbf',一大水,一大水
7309,['6841'],27.6D7C,浼,b'\xe6\xb5\xbc',水免,人水
7310,['407'],27.6C59,汙,b'\xe6\xb1\x99',一水,于水
7311,['8078'],27.6E6B,湫,b'\xe6\xb9\xab',屮水火虫｛＜＞,水火禾
7312,['3908'],27.6F64,潤,b'\xe6\xbd\xa4',王水戶戶,水玉門
7313,['3085'],27.6E96,準,b'\xe6\xba\x96',一水隹,十水隹
7314,['257'],27.6C40,汀,b'\xe6\xb1\x80',丁水,一水
7314,['19851'],27.E960,,b'\xee\xa5\xa0',,又月鳥
7315,['32128'],27.E961,,b'\xee\xa5\xa1',,大申鳥
7316,['12181'],27.7035,瀵,b'\xe7\x80\xb5',又水釆,儿水田米
7317,['32860'],27.E962,,b'\xee\xa5\xa2',,十卜日鳥
7318,['32996'],27.E963,,b'\xee\xa5\xa3',鵬,月月鳥
7319,['11511'],27.700E,瀎,b'\xe7\x80\x8e',人水目﹍﹌,人戈水网艸
7320,['6021'],27.6CE7,泧,b'\xe6\xb3\xa7',水﹍﹌,戈水
7321,['1332'],27.6D0E,洎,b'\xe6\xb4\x8e',水自,水自
7322,['2661'],27.6E6F,湯,b'\xe6\xb9\xaf',一一囗水勿,一一一日水
7323,['8062'],27.6E1C,渜,b'\xe6\xb8\x9c',水而,大水而
7324,['6405'],27.6D1D,洝,b'\xe6\xb4\x9d',女水,女水
7325,['6411'],27.6D0F,洏,b'\xe6\xb4\x8f',水而,水而
7326,['6839'],27.6D97,涗,b'\xe6\xb6\x97',儿口水：,儿儿口水
7327,['7413'],27.6DAB,涫,b'\xe6\xb6\xab',水,水
7328,['7428'],27.6DBE,涾,b'\xe6\xb6\xbe',口水水♀,日水水
7329,['5555'],27.6C4F,汏,b'\xe6\xb1\x8f',大水,大水
7330,['33081'],27.E964,,b'\xee\xa5\xa4',,
7331,['2223'],27.6DC5,淅,b'\xe6\xb7\x85',屮水斤｛,木水斤
7332,['32699'],27.E965,,b'\xee\xa5\xa5',,
7333,['8724'],27.6EB2,溲,b'\xe6\xba\xb2',又水火,又水臼
7334,['1731'],27.6D5A,浚,b'\xe6\xb5\x9a',儿巳水,儿水
7335,['4923'],27.701D,瀝,b'\xe7\x80\x9d',厂屮屮水止｛｛,厂止水禾禾
7336,['9380'],27.6F09,漉,b'\xe6\xbc\x89',人水Ξ,水鹿
7336,['7429'],27.6DE5,淥,b'\xe6\xb7\xa5',水彔,水水
7337,['3910'],27.6F58,潘,b'\xe6\xbd\x98',水釆．,水田釆
7338,['12857'],27.7061,灡,b'\xe7\x81\xa1',八囗屮屮屮水戶戶｛,儿水艸束門
7339,['6019'],27.6CD4,泔,b'\xe6\xb3\x94',一口水,水甘
7340,['9399'],27.6EEB,滫,b'\xe6\xbb\xab',卜人又水水肉,人水月
7341,['4238'],27.6FB1,澱,b'\xe6\xbe\xb1',几又丌尸水,儿尸水殳
7342,['2209'],27.6DE4,淤,b'\xe6\xb7\xa4',水於,人水方
7343,['3072'],27.6ED3,滓,b'\xe6\xbb\x93',滓 = 一一入水,水辛
7344,['7437'],27.6DF0,淰,b'\xe6\xb7\xb0',一入水心,一人水心
7345,['12190'],27.7039,瀹,b'\xe7\x80\xb9',一入口口口水冊,水龠
7346,['33048'],27.E966,,b'\xee\xa5\xa6',,一十甲鳥
7347,['9974'],27.6F00,漀,b'\xe6\xbc\x80',水,土水殳
7348,['8066'],27.6E51,湑,b'\xe6\xb9\x91',水止肉︰,水月疋
7349,['2672'],27.6E4E,湎,b'\xe6\xb9\x8e',一水自﹞,水面
7350,['3894'],27.6F3F,漿,b'\xe6\xbc\xbf',一又水肉酉爿,寸水月爿
7350,['37596'],27.E967,,b'\xee\xa5\xa7',卜口口鳥,土口鳥
7351,['2203'],27.6DBC,涼,b'\xe6\xb6\xbc',囗水↘╴,小口水
7352,['2207'],27.6DE1,淡,b'\xe6\xb7\xa1',水火火,水火火
7353,['6826'],27.6D92,涒,b'\xe6\xb6\x92',又口水,口水尹
7354,['3900'],27.6F86,澆,b'\xe6\xbe\x86',一儿土土土水,一儿土土土水
7355,['2206'],27.6DB2,液,b'\xe6\xb6\xb2',大水月△,人水
7356,['256'],27.6C41,汁,b'\xe6\xb1\x81',十水,十水
7357,['8714'],27.6ED2,滒,b'\xe6\xbb\x92',口口水,一一口口水
7358,['12858'],27.705D,灝,b'\xe7\x81\x9d',一一儿囗囗水自↘╴,小口日水頁
7359,['3070'],27.6EA2,溢,b'\xe6\xba\xa2',水水皿,水水皿
7360,['6395'],27.6D12,洒,b'\xe6\xb4\x92',水西,水襾
7361,['3533'],27.6ECC,滌,b'\xe6\xbb\x8c',卜人又屮水水｛,人木水
7362,['10567'],27.6FC8,濈,b'\xe6\xbf\x88',口水耳﹍﹌,口戈水耳
7363,['4757'],27.700B,瀋,b'\xe7\x80\x8b',水釆．,水田釆
7364,['8063'],27.6E33,渳,b'\xe6\xb8\xb3',弓水耳,弓水耳
7365,['32912'],27.E968,,b'\xee\xa5\xa8',入八土屮鳥,儿土土鳥
7366,['3521'],27.6F31,漱,b'\xe6\xbc\xb1',人囗屮水｛﹜,水欠束
7367,['6024'],27.6CC2,泂,b'\xe6\xb3\x82',囗水,口水
7368,['3087'],27.6EC4,滄,b'\xe6\xbb\x84',一入水↗,一人口水
7369,['32936'],27.E969,,b'\xee\xa5\xa9',,日鳥
7370,['2237'],27.6DEC,淬,b'\xe6\xb7\xac',水卒,十人人水
7371,['643'],27.6C90,沐,b'\xe6\xb2\x90',屮水｛,木水
7372,['1001'],27.6CAC,沬,b'\xe6\xb2\xac',水未,水未
7372,['32473'],27.E96A,,b'\xee\xa5\xaa',,戶月鳥
7373,['1732'],27.6D74,浴,b'\xe6\xb5\xb4',口水水,水谷
7374,['4239'],27.6FA1,澡,b'\xe6\xbe\xa1',口口口屮水｛,口口口木水
7375,['1319'],27.6D17,洗,b'\xe6\xb4\x97',儿水之,儿水牛
7376,['651'],27.6C72,汲,b'\xe6\xb1\xb2',人又水,水及
7377,['2204'],27.6DF3,淳,b'\xe6\xb7\xb3',囗水﹗／↘,口子水
7378,['2214'],27.6DCB,淋,b'\xe6\xb7\x8b',屮屮水｛｛,木木水
7379,['8057'],27.6E2B,渫,b'\xe6\xb8\xab',屮水世｛,木水世
7380,['33036'],27.E96B,,b'\xee\xa5\xab',,米鳥
7380,['6821'],27.6D63,浣,b'\xe6\xb5\xa3',一一儿水,二儿水
7381,['4521'],27.6FEF,濯,b'\xe6\xbf\xaf',水羽隹,水羽隹
7382,['6831'],27.6D91,涑,b'\xe6\xb6\x91',囗屮水｛,水束
7383,['9381'],27.6F4E,潎,b'\xe6\xbd\x8e',卜又水「﹂,水
7384,['23123'],28.EB5B,,b'\xee\xad\x9b',又止釆Ψ,儿夫齒
7385,['5238'],27.7051,灑,b'\xe7\x81\x91',人水Ξ,一一一一水鹿
7386,['413'],27.6C5B,汛,b'\xe6\xb1\x9b',水,十水
7387,['1279'],27.67D3,染,b'\xe6\x9f\x93',水,九木水
7388,['1718'],27.6CF0,泰,b'\xe6\xb3\xb0',又大水,水
7388,['114'],27.592A,太,b'\xe5\xa4\xaa',太,一大
7389,['33023'],27.E96D,,b'\xee\xa5\xad',,
7390,['12604'],27.7052,灒,b'\xe7\x81\x92',儿儿水之之貝,儿儿水牛牛貝
7391,['32857'],27.E96E,,b'\xee\xa5\xae',,夕鳥
7392,['2676'],27.6E69,湩,b'\xe6\xb9\xa9',一一十人囗屮水｛,水重
7393,['6392'],27.6D1F,洟,b'\xe6\xb4\x9f',大弓水,水夷
7394,['3903'],27.6F78,潸,b'\xe6\xbd\xb8',卜又水肉,木木水月
7395,['406'],27.6C57,汗,b'\xe6\xb1\x97',一入水,干水
7396,['974'],27.6CE3,泣,b'\xe6\xb3\xa3',一水,水立
7397,['1720'],27.6D95,涕,b'\xe6\xb6\x95',水弟,一儿水弔
7398,['8055'],27.6E45,湅,b'\xe6\xb9\x85',八囗屮水｛,儿水束
7399,['33114'],27.E96F,,b'\xee\xa5\xaf',,一大口鳥
7400,['2667'],27.6E1D,渝,b'\xe6\xb8\x9d',一入水舟,一人刀水月
7401,['2653'],27.6E1B,減,b'\xe6\xb8\x9b',一口水戊,一一口戈水
7402,['3078'],27.6EC5,滅,b'\xe6\xbb\x85',一水火戊,一一戈水火
7403,['3525'],27.6F15,漕,b'\xe6\xbc\x95',一一口囗囗屮屮水｛｛♀,日水
7404,['6016'],27.6CEE,泮,b'\xe6\xb3\xae',八水牛,儿水手
7405,['3515'],27.6F0F,漏,b'\xe6\xbc\x8f',尸水雨,尸水雨
7406,['9954'],27.6F92,澒,b'\xe6\xbe\x92',一儿工水自,工水頁
7407,['2783'],27.840D,萍,b'\xe8\x90\x8d',一八屮屮水,儿干水艸
7408,['10572'],27.6FCA,濊,b'\xe6\xbf\x8a',一水止止戊,一一戈止止水
7409,['5735'],27.6C69,汩,b'\xe6\xb1\xa9',口水♀,日水
7410,['12180'],27.703C,瀼,b'\xe7\x80\xbc',工口口水爻衣Σ,一人口口水
7411,['9382'],27.6F19,漙,b'\xe6\xbc\x99',一又屮水–,寸水
7412,['414'],27.6C4D,汍,b'\xe6\xb1\x8d',厂人水,丸水
7413,['1002'],27.6CEF,泯,b'\xe6\xb3\xaf',水民,水民
7414,['11874'],27.7023,瀣,b'\xe7\x80\xa3',又水貝韭,又歹水韭
7415,['4925'],27.7018,瀘,b'\xe7\x80\x98',水皿虍甾,水田皿虍
7416,['4920'],27.701F,瀟,b'\xe7\x80\x9f',又屮屮水「,水聿艸
7417,['4919'],27.701B,瀛,b'\xe7\x80\x9b',女水﹗,口女水月
7418,['8716'],27.6EC1,滁,b'\xe6\xbb\x81',一入八囗屮水阜,人儿干水邑
7419,['6401'],27.6D3A,洺,b'\xe6\xb4\xba',口水月,口夕水
7420,['3906'],27.6F7A,潺,b'\xe6\xbd\xba',子子子尸水,尸子子子水
7421,['2675'],27.6E72,湲,b'\xe6\xb9\xb2',一又水爪,一又又水爪
7422,['4519'],27.6FE4,濤,b'\xe6\xbf\xa4',人人水毛,一工土寸口水
7423,['9398'],27.6F35,漵,b'\xe6\xbc\xb5',一卜入八又囗屮水,人儿干水
7424,['2643'],27.6E2F,港,b'\xe6\xb8\xaf',十十又囗囗水,儿己水
7425,['11515'],27.7026,瀦,b'\xe7\x80\xa6',水豕,日水老豕
7426,['33122'],27.E970,,b'\xee\xa5\xb0',,一禾鳥
7427,['8047'],27.6DFC,淼,b'\xe6\xb7\xbc',水水水,水水水
7428,['3899'],27.6F54,潔,b'\xe6\xbd\x94',刀水糸,刀水丰糸
7429,['1736'],27.6D79,浹,b'\xe6\xb5\xb9',人人大水,人人大水
7430,['3080'],27.6E98,溘,b'\xe6\xba\x98',一大水皿,土水皿
7431,['3913'],27.6F60,潠,b'\xe6\xbd\xa0',水巽,儿己己水
7432,['2215'],27.6DAF,涯,b'\xe6\xb6\xaf',厂土土水,厂土土水
7433,['6034'],27.6C9D,沝,b'\xe6\xb2\x9d',水水,水水
7434,['1314'],27.E971,,b'\xee\xa5\xb1',,
7434,['1314'],27.6D41,流,b'\xe6\xb5\x81',川水Ⅲ,川水
7435,['1729'],27.E972,,b'\xee\xa5\xb2',隹鳥,隹鳥
7435,['1729'],27.6D89,涉,b'\xe6\xb6\x89',水止止,止止水
7436,['4924'],27.7015,瀕,b'\xe7\x80\x95',一儿水止止自,止止水頁
7437,['5348'],27.9870,顰,b'\xe9\xa1\xb0',一儿水止止甲自,一十止止甲頁
7438,['19996'],27.F69C,,b'\xef\x9a\x9c',,
7438,['1027'],27.753D,甽,b'\xe7\x94\xbd',川田,川田
7438,['1361'],27.754E,畎,b'\xe7\x95\x8e',犬田,犬田
7439,['20008'],27.F3D8,,b'\xef\x8f\x98',,
7440,['9516'],27.7CBC,粼,b'\xe7\xb2\xbc',火火,舛米
7441,['53'],27.5DDD,川,b'\xe5\xb7\x9d',川,川
7442,['5663'],27.5DE0,巠,b'\xe5\xb7\xa0',一一十人川,一工川
7442,['5663'],27.E973,,b'\xee\xa5\xb3',,
7443,['5522'],27.5DDF,巟,b'\xe5\xb7\x9f',入川,川
7444,['30836'],27.F093,,b'\xef\x82\x93',一囗川﹍﹌,一口川戈
7445,['28618'],27.F091,,b'\xef\x82\x91',口川♀,川日
7446,['28614'],27.F07B,,b'\xef\x81\xbb',川㊣,一川
7447,['1932'],27.9095,邕,b'\xe9\x82\x95',囗川,川邑
